Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Core i3-12100F,Alder Lake-S,4 / 8,3.3 to 4.3 GHz,Socket 1700,10 nm,12MB,58 W,Jan 2022
Core i3-12100T,Alder Lake-S,4 / 8,2.2 to 4.1 GHz,Socket 1700,10 nm,12MB,35 W,Jan 2022
Core i3-12100TE,Alder Lake-S,4 / 8,2.1 to 4 GHz,Socket 1700,10 nm,12MB,35 W,Jan 2022
Core i3-12300,Alder Lake-S,4 / 8,3.5 to 4.4 GHz,Socket 1700,10 nm,12MB,60 W,Jan 2022
Core i3-12300HE,Alder Lake-H,8 / 12,1.9 to 4.3 GHz,BGA 1744,10 nm,12MB,45 W,Jan 2022
Core i5-12450H,Alder Lake-H,8 / 12,2 to 4.4 GHz,BGA 1744,10 nm,12MB,45 W,Jan 2022
Core i5-12500H,Alder Lake-H,12 / 16,2.5 to 4.5 GHz,BGA 1744,10 nm,18MB,45 W,Jan 2022
Core i5-12600H,Alder Lake-H,12 / 16,2.7 to 4.5 GHz,BGA 1744,10 nm,18MB,45 W,Jan 2022
Core i7-12650H,Alder Lake-H,10 / 16,2.3 to 4.7 GHz,BGA 1744,10 nm,24MB,45 W,Jan 2022
Core i7-12700E,Alder Lake-S,12 / 20,2.1 to 4.8 GHz,Socket 1700,10 nm,25MB,65 W,Jan 2022
Core i7-12700F,Alder Lake-S,12 / 20,3.3 to 4.9 GHz,Socket 1700,10 nm,25MB,65 W,"Jan 4th, 2022"
Core i7-12700H,Alder Lake-H,14 / 20,2.3 to 4.7 GHz,BGA 1744,10 nm,24MB,45 W,Jan 2022
Core i7-12700T,Alder Lake-S,12 / 20,1.4 to 4.7 GHz,Socket 1700,10 nm,25MB,35 W,Jan 2022
Core i7-12700TE,Alder Lake-S,12 / 20,1.4 to 4.6 GHz,Socket 1700,10 nm,25MB,35 W,Jan 2022
Core i7-12800H,Alder Lake-H,14 / 20,2.4 to 4.8 GHz,BGA 1744,10 nm,24MB,45 W,Jan 2022
Core i7-12800HE,Alder Lake-H,14 / 20,2.4 to 4.6 GHz,BGA 1744,10 nm,24MB,45 W,Jan 2022
Core i9-12900,Alder Lake-S,16 / 24,2.4 to 5.1 GHz,Socket 1700,10 nm,30MB,65 W,"Jan 4th, 2022"
Core i9-12900E,Alder Lake-S,16 / 24,2.3 to 5 GHz,Socket 1700,10 nm,30MB,65 W,"Jan 4th, 2022"
Core i9-12900F,Alder Lake-S,16 / 24,2.4 to 5.1 GHz,Socket 1700,10 nm,30MB,65 W,"Jan 4th, 2022"
Core i9-12900H,Alder Lake-H,14 / 20,2.5 to 5 GHz,BGA 1744,10 nm,24MB,45 W,"Jan 4th, 2022"
Core i9-12900HK,Alder Lake-H,14 / 20,2.5 to 5 GHz,BGA 1744,10 nm,24MB,45 W,"Jan 4th, 2022"
Core i9-12900T,Alder Lake-S,16 / 24,1.4 to 4.9 GHz,Socket 1700,10 nm,30MB,35 W,"Jan 4th, 2022"
Core i9-12900TE,Alder Lake-S,16 / 24,1.1 to 4.8 GHz,Socket 1700,10 nm,30MB,35 W,"Jan 4th, 2022"
Pentium Gold G7400,Alder Lake-S,2 / 4,3.7 GHz,Socket 1700,10 nm,6MB,46 W,"Jan 4th, 2022"
Pentium Gold G7400E,Alder Lake-S,2 / 4,3.6 GHz,Socket 1700,10 nm,6MB,46 W,"Jan 4th, 2022"
Pentium Gold G7400T,Alder Lake-S,2 / 4,3.1 GHz,Socket 1700,10 nm,6MB,35 W,"Jan 4th, 2022"
Pentium Gold G7400TE,Alder Lake-S,2 / 4,3 GHz,Socket 1700,10 nm,6MB,35 W,"Jan 4th, 2022"
