Name,Codename,Cores,Clock,Socket,Process,L3 Cache,TDP,Released
Xeon E5-2687W v2,Ivy Bridge-EP,8 / 16,3.4 to 4 GHz,Socket 2011,22 nm,20MB,130 W,"Sep 1st, 2013"
Xeon E5-2690 v2,Ivy Bridge-EP,10 / 20,3 to 3.8 GHz,Socket 2011,22 nm,25MB,130 W,"Sep 1st, 2013"
Xeon E5-2692 v2,Ivy Bridge-EP,12 / 24,2.2 to 3 GHz,Socket 2011,22 nm,30MB,100 W,"Sep 1st, 2013"
Xeon E5-2695 v2,Ivy Bridge-EP,12 / 24,2.4 to 3.2 GHz,Socket 2011,22 nm,30MB,115 W,"Sep 1st, 2013"
Xeon E5-2697 v2,Ivy Bridge-EP,12 / 24,2.7 to 3.5 GHz,Socket 2011,22 nm,30MB,130 W,"Sep 1st, 2013"
Core i7-4850EQ,Crystalwell,4 / 8,1.6 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,"Aug 29th, 2013"
Core i7-4860EQ,Crystalwell,4 / 8,1.8 to 3.2 GHz,BGA 1364,22 nm,8MB,47 W,"Aug 29th, 2013"
Core i7-3910K,Sandy Bridge-E,6 / 12,3 to 3.6 GHz,Socket 2011,32 nm,12MB,130 W,"Jul 24th, 2013"
Xeon Phi 3120A,Knights Corner,57 / 228,1100 MHz,PCIe x16,22 nm,,300 W,"Jun 17th, 2013"
Xeon Phi 3120P,Knights Corner,57 / 228,1100 MHz,PCIe x16,22 nm,,300 W,"Jun 17th, 2013"
Xeon Phi 31S1P,Knights Corner,57 / 228,1100 MHz,PCIe x16,22 nm,,270 W,"Jun 17th, 2013"
Xeon Phi 5120D,Knights Corner,60 / 240,1053 MHz,SFF 230-Pin,22 nm,,245 W,"Jun 17th, 2013"
Xeon Phi 7120P,Knights Corner,61 / 244,1238 to 1333 MHz,PCIe x16,22 nm,,300 W,"Jun 17th, 2013"
Xeon Phi 7120X,Knights Corner,61 / 244,1238 to 1333 MHz,PCIe x16,22 nm,,300 W,"Jun 17th, 2013"
FX-770K,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,Dec 2014
FX-8320E,Vishera,8,3.2 to 4 GHz,Socket AM3+,32 nm,8MB,95 W,"Sep 2nd, 2014"
FX-8370,Vishera,8,4 to 4.3 GHz,Socket AM3+,32 nm,8MB,125 W,"Sep 2nd, 2014"
FX-8370E,Vishera,8,3.3 to 4.3 GHz,Socket AM3+,32 nm,8MB,95 W,"Sep 2nd, 2014"
Athlon X4 840,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,,65 W,"Aug 12th, 2014"
Athlon X4 860K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,,95 W,"Aug 12th, 2014"
A4 PRO-7300B,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,,65 W,Aug 2014
A4-7300,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,,65 W,Aug 2014
A10 PRO-7800B,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A10 PRO-7850B,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,,95 W,"Jul 31st, 2014"
A10-7800,Kaveri,4,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A4 PRO-7350B,Kaveri,2,3.4 to 3.8 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A6 PRO-7400B,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A6-7400K,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A8 PRO-7600B,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
A8-7600,Kaveri,4,3.1 to 3.8 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
Athlon X2 450,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Jul 31st, 2014"
Athlon 5150,Kabini,4,1600 MHz,Socket AM1,28 nm,,25 W,"Apr 9th, 2014"
Athlon 5350,Kabini,4,2.05 GHz,Socket AM1,28 nm,,25 W,"Apr 9th, 2014"
Athlon 5370,Kabini,4,2.2 GHz,Socket AM1,28 nm,,25 W,"Apr 9th, 2014"
Sempron 2650,Kabini,2,1450 MHz,Socket AM1,28 nm,,25 W,"Apr 9th, 2014"
Sempron 3850,Kabini,4,1300 MHz,Socket AM1,28 nm,,25 W,"Apr 9th, 2014"
A4-6320B,Richland,2,3.8 to 4 GHz,Socket FM2,32 nm,,65 W,Mar 2014
A4-5050,Kabini,4,1550 MHz,Socket FT3,28 nm,,15 W,"Feb 1st, 2014"
E1-2150,Kabini,2,1050 MHz,Socket FT3,28 nm,,9 W,"Feb 1st, 2014"
A10-7700K,Kaveri,4,3.4 to 3.8 GHz,Socket FM2+,28 nm,,95 W,"Jan 14th, 2014"
A10-7850K,Kaveri,4,3.7 to 4 GHz,Socket FM2+,28 nm,,95 W,"Jan 14th, 2014"
A4-4020,Richland,2,3.2 to 3.4 GHz,Socket FM2,32 nm,,65 W,Jan 2014
A6-6420K,Richland,2,4 to 4.2 GHz,Socket FM2,32 nm,,65 W,Jan 2014
Core M-5Y10c,Broadwell-Y,2 / 4,0.8 to 2 GHz,BGA 1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y31,Broadwell-Y,2 / 4,0.9 to 2.4 GHz,BGA 1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y51,Broadwell-Y,2 / 4,1.1 to 2.6 GHz,BGA 1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Core M-5Y71,Broadwell-Y,2 / 4,1.2 to 2.9 GHz,BGA 1234,14 nm,4MB,5 W,"Oct 27th, 2014"
Xeon E5-1603 V3,Haswell-EP,4,2.8 GHz,Socket 2011-3,22 nm,10MB,140 W,"Sep 8th, 2014"
Xeon E5-1607 V3,Haswell-EP,4,3.1 GHz,Socket 2011-3,22 nm,10MB,140 W,"Sep 8th, 2014"
Xeon E5-1620 V3,Haswell-EP,4 / 8,3.5 to 3.6 GHz,Socket 2011-3,22 nm,10MB,140 W,"Sep 8th, 2014"
Xeon E5-1630 V3,Haswell-EP,4 / 8,3.7 to 3.8 GHz,Socket 2011-3,22 nm,10MB,140 W,"Sep 8th, 2014"
Xeon E5-1650 V3,Haswell-EP,6 / 12,3.5 to 3.8 GHz,Socket 2011-3,22 nm,15MB,140 W,"Sep 8th, 2014"
Xeon E5-1660 V3,Haswell-EP,8 / 16,3 to 3.5 GHz,Socket 2011-3,22 nm,20MB,140 W,"Sep 8th, 2014"
Xeon E5-1680 V3,Haswell-EP,8 / 16,3.2 to 3.8 GHz,Socket 2011-3,22 nm,20MB,140 W,"Sep 8th, 2014"
Xeon E5-1681 V3,Haswell-EP,10 / 20,2.9 to 3.5 GHz,Socket 2011-3,22 nm,25MB,135 W,"Sep 8th, 2014"
Xeon E5-1686 V3,Haswell-EP,12 / 24,2.6 to 3.3 GHz,Socket 2011-3,22 nm,30MB,135 W,"Sep 8th, 2014"
Xeon E5-1691 V3,Haswell-EP,14 / 28,2.5 to 3.4 GHz,Socket 2011-3,22 nm,35MB,135 W,"Sep 8th, 2014"
Core M-5Y10,Broadwell-Y,2 / 4,0.8 to 2 GHz,BGA 1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core M-5Y10a,Broadwell-Y,2 / 4,0.8 to 2 GHz,BGA 1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core M-5Y70,Broadwell-Y,2 / 4,1.1 to 2.6 GHz,BGA 1234,14 nm,4MB,5 W,"Sep 5th, 2014"
Core i7-5820K,Haswell-E,6 / 12,3.3 to 3.6 GHz,Socket 2011-3,22 nm,15MB,140 W,"Sep 1st, 2014"
Core i7-5930K,Haswell-E,6 / 12,3.5 to 3.7 GHz,Socket 2011-3,22 nm,15MB,140 W,"Sep 1st, 2014"
Core i7-5960X,Haswell-E,8 / 16,3 to 3.5 GHz,Socket 2011-3,22 nm,20MB,140 W,"Sep 1st, 2014"
Atom x5-E3930,Apollo Lake,2,1300 to 1800 MHz,BGA 1296,14 nm,,7 W,"Aug 30th, 2014"
Atom x5-E3940,Apollo Lake,4,1600 to 1800 MHz,BGA 1296,14 nm,,10 W,"Aug 30th, 2014"
Atom x7-E3950,Apollo Lake,4,1.6 to 2 GHz,BGA 1296,14 nm,,12 W,"Aug 30th, 2014"
Core i3-4160,Haswell,2 / 4,3.6 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Core i3-4160T,Haswell,2 / 4,3.1 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Core i3-4360T,Haswell,2 / 4,3.2 GHz,Socket 1150,22 nm,4MB,35 W,"Jul 21st, 2014"
Core i3-4370,Haswell,2 / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,"Jul 21st, 2014"
Pentium G3250,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Pentium G3250T,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Pentium G3450T,Haswell,2,2.9 GHz,Socket 1150,22 nm,3MB,35 W,"Jul 21st, 2014"
Pentium G3460,Haswell,2,3.5 GHz,Socket 1150,22 nm,3MB,54 W,"Jul 21st, 2014"
Core i3-4370,Haswell,2 / 4,3.8 GHz,Socket 1150,22 nm,4MB,54 W,"Jul 1st, 2014"
Core i7-4770HQ,Crystalwell,4 / 8,2.2 to 3.4 GHz,BGA 1364,22 nm,8MB,47 W,"Jul 1st, 2014"
Core i7-4870HQ,Crystalwell,4 / 8,2.5 to 3.7 GHz,BGA 1364,22 nm,8MB,47 W,"Jul 1st, 2014"
Core i5-4690K,Haswell,4,3.5 to 3.9 GHz,Socket 1150,22 nm,6MB,88 W,"Jun 2nd, 2014"
Pentium G3258,Haswell,2,3.2 GHz,Socket 1150,22 nm,3MB,54 W,"Jun 2nd, 2014"
Celeron N2808,Bay Trail-M,2,1.58 to 2.25 GHz,BGA 1170,22 nm,,4 W,"May 22nd, 2014"
Celeron N2840,Bay Trail-M,2,2.16 to 2.58 GHz,BGA 1170,22 nm,,7 W,"May 22nd, 2014"
Celeron N2940,Bay Trail-M,4,1.83 to 2.25 GHz,BGA 1170,22 nm,,7 W,"May 22nd, 2014"
Celeron G1840,Haswell,2,2.8 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Celeron G1840T,Haswell,2,2.5 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Celeron G1850,Haswell,2,2.9 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Core i3-4150T,Haswell,2 / 4,2.9 GHz,Socket 1150,22 nm,3MB,35 W,"May 1st, 2014"
Core i3-4350,Haswell,2 / 4,3.6 GHz,Socket 1150,22 nm,4MB,54 W,"May 1st, 2014"
Core i3-4360,Haswell,2 / 4,3.7 GHz,Socket 1150,22 nm,4MB,54 W,"May 1st, 2014"
Core i5-4590,Haswell,4,3.3 to 3.7 GHz,Socket 1150,22 nm,6MB,84 W,"May 1st, 2014"
Core i5-4590S,Haswell,4,2.9 to 3.6 GHz,Socket 1150,22 nm,6MB,65 W,"May 1st, 2014"
Core i5-4690,Haswell,4,3.4 to 3.8 GHz,Socket 1150,22 nm,6MB,84 W,"May 1st, 2014"
Core i7-4790,Haswell,4 / 8,3.6 to 4 GHz,Socket 1150,22 nm,8MB,84 W,"May 1st, 2014"
Core i7-4790K,Haswell,4 / 8,4 to 4.4 GHz,Socket 1150,22 nm,8MB,88 W,"May 1st, 2014"
Core i7-4790S,Haswell,4 / 8,3.2 to 4 GHz,Socket 1150,22 nm,8MB,65 W,"May 1st, 2014"
Pentium G3440,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Pentium G3450,Haswell,2,3.3 GHz,Socket 1150,22 nm,3MB,54 W,"May 1st, 2014"
Core i5-4210U,Haswell,2 / 4,1.7 to 2.7 GHz,BGA 1168,22 nm,3MB,15 W,"Apr 14th, 2014"
Atom Z3735G,Bay Trail-T,4,1333 to 1833 MHz,BGA 592,22 nm,,2 W,"Apr 9th, 2014"
Xeon Phi 7120A,Knights Corner,61 / 244,1238 to 1333 MHz,PCIe x16,22 nm,,300 W,"Apr 6th, 2014"
Core i7-4710HQ,Crystalwell,4 / 8,2.5 to 3.5 GHz,BGA 1364,22 nm,8MB,47 W,"Apr 1st, 2014"
Core i7-4712HQ,Crystalwell,4 / 8,2.3 to 3.3 GHz,BGA 1364,22 nm,8MB,37 W,"Apr 1st, 2014"
Xeon Phi 7120D,Knights Corner,61 / 244,1238 to 1333 MHz,SFF 230-Pin,22 nm,,270 W,"Mar 1st, 2014"
Celeron N2807,Bay Trail-M,2,1.58 to 2.16 GHz,BGA 1170,22 nm,,4 W,"Feb 23rd, 2014"
Celeron N2830,Bay Trail-M,2,2.16 to 2.41 GHz,BGA 1170,22 nm,,7 W,"Feb 23rd, 2014"
Celeron N2930,Bay Trail-M,4,1.83 to 2.16 GHz,BGA 1170,22 nm,,7 W,"Feb 23rd, 2014"
Core i7-4610M,Haswell,2 / 4,3 to 3.7 GHz,Socket G3,22 nm,4MB,37 W,"Feb 1st, 2014"
Core i7-4760HQ,Crystalwell,4 / 8,2.1 to 3.3 GHz,BGA 1364,22 nm,8MB,47 W,"Feb 1st, 2014"
Core i7-4860HQ,Crystalwell,4 / 8,2.4 to 3.6 GHz,BGA 1364,22 nm,8MB,47 W,"Feb 1st, 2014"
Core i7-4810MQ,Haswell,4 / 8,2.8 to 3.8 GHz,Socket G3,22 nm,8MB,47 W,"Jan 20th, 2014"
Core i7-4910MQ,Haswell,4 / 8,2.9 to 3.9 GHz,Socket G3,22 nm,8MB,47 W,"Jan 20th, 2014"
Core i7-4940MX,Haswell,4 / 8,3.1 to 4 GHz,Socket G3,22 nm,8MB,57 W,"Jan 20th, 2014"
Athlon X4 870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,,95 W,Dec 2015
Athlon X4 880K,Godaveri,4,4 to 4.2 GHz,Socket FM2+,28 nm,,95 W,Dec 2015
FX-6330,Vishera,6,3.6 to 4.2 GHz,Socket AM3+,32 nm,8MB,125 W,"Dec 15th, 2015"
PRO A10-8750B,Godaveri,4,3.6 to 4 GHz,Socket FM2+,28 nm,,95 W,"Sep 29th, 2015"
PRO A10-8850B,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,,95 W,"Sep 29th, 2015"
PRO A4-8350B,Kaveri,2,3.5 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Sep 29th, 2015"
PRO A6-8550B,Godaveri,2,3.5 to 4 GHz,Socket FM2+,28 nm,,65 W,"Sep 29th, 2015"
PRO A8-8650B,Godaveri,4,3.2 to 3.9 GHz,Socket FM2+,28 nm,,65 W,"Sep 29th, 2015"
A8-7670K,Godaveri,4,3.6 to 3.9 GHz,Socket FM2+,28 nm,,95 W,"Jul 20th, 2015"
Athlon X4 850,Godaveri,4,3.2 to 3.9 GHz,Socket FM2+,28 nm,,65 W,Jul 2015
A10-7870K,Godaveri,4,3.9 to 4.1 GHz,Socket FM2+,28 nm,,95 W,"May 28th, 2015"
Athlon X4 830,Kaveri,4,3 to 3.4 GHz,Socket FM2+,28 nm,,65 W,Feb 2015
A8-7650K,Kaveri,4,3.3 to 3.8 GHz,Socket FM2+,28 nm,,95 W,"Jan 7th, 2015"
Xeon D-1521,Broadwell,4 / 8,2.4 to 2.7 GHz,BGA 1667,14 nm,1.5MB,45 W,"Nov 1st, 2015"
Xeon D-1527,Broadwell,4 / 8,2.2 to 2.7 GHz,BGA 1667,14 nm,1.5MB,35 W,"Nov 1st, 2015"
Xeon D-1528,Broadwell,6 / 12,1.9 to 2.5 GHz,BGA 1667,14 nm,1.5MB,35 W,"Nov 1st, 2015"
Xeon D-1531,Broadwell,6 / 12,2.2 to 2.7 GHz,BGA 1667,14 nm,1.5MB,35 W,"Nov 1st, 2015"
Xeon D-1537,Broadwell,8 / 16,1.7 to 2.3 GHz,BGA 1667,14 nm,1.5MB,35 W,"Nov 1st, 2015"
Xeon D-1541,Broadwell,8 / 16,2.1 to 2.7 GHz,BGA 1667,14 nm,1.5MB,45 W,"Nov 1st, 2015"
Xeon D-1548,Broadwell,8 / 16,2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,"Nov 1st, 2015"
Xeon E3-1280 v5,Skylake-S,4 / 8,3.7 to 4 GHz,Socket 1151,14 nm,8MB,80 W,"Oct 19th, 2015"
Celeron G3900,Skylake,2,2.8 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Celeron G3920,Skylake,2,2.9 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-6100,Skylake,2 / 4,3.7 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-6300,Skylake,2 / 4,3.8 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i3-6320,Skylake,2 / 4,3.9 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i7-6700T,Skylake,4 / 8,2.8 to 3.6 GHz,Socket 1151,14 nm,8MB,35 W,"Sep 1st, 2015"
Core i7-6700TE,Skylake,4 / 8,2.4 to 3.4 GHz,Socket 1151,14 nm,8MB,35 W,"Sep 1st, 2015"
Pentium G4400,Skylake,2,3.3 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Pentium G4500,Skylake,2,3.5 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Pentium G4520,Skylake,2,3.6 GHz,Socket 1151,14 nm,4MB,51 W,"Sep 1st, 2015"
Core i7-6700K,Skylake,4 / 8,4 to 4.2 GHz,Socket 1151,14 nm,8MB,95 W,"Aug 1st, 2015"
Core i5-6400,Skylake,4,2.7 to 3.3 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6500,Skylake,4,3.2 to 3.6 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6600,Skylake,4,3.3 to 3.9 GHz,Socket 1151,14 nm,6MB,65 W,"Jul 2nd, 2015"
Core i5-6600K,Skylake,4,3.5 to 3.9 GHz,Socket 1151,14 nm,6MB,95 W,"Jul 2nd, 2015"
Core i7-6700,Skylake,4 / 8,3.4 to 4 GHz,Socket 1151,14 nm,8MB,65 W,"Jul 1st, 2015"
Core i7-5700HQ,Broadwell-H,4 / 8,2.7 to 3.5 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Core i7-5750HQ,Broadwell-H,4 / 8,2.5 to 3.4 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Core i7-5850HQ,Broadwell-H,4 / 8,2.7 to 3.6 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Core i7-5950HQ,Broadwell-H,4 / 8,2.9 to 3.8 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Xeon E3-1258L v4,Broadwell-DT,4 / 8,1.8 to 3.2 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Xeon E3-1265L v4,Broadwell-DT,4 / 8,2.3 to 3.3 GHz,Socket 1150,14 nm,6MB,35 W,"Jun 2nd, 2015"
Xeon E3-1270L v4,Broadwell-DT,4 / 8,3 to 3.6 GHz,Socket 1150,14 nm,6MB,45 W,"Jun 2nd, 2015"
Xeon E3-1278L v4,Broadwell-DT,4 / 8,2 to 3.3 GHz,BGA 1364,14 nm,6MB,47 W,"Jun 2nd, 2015"
Xeon E3-1283L v4,Broadwell-DT,4 / 8,2.9 to 3.8 GHz,Socket 1150,14 nm,6MB,47 W,"Jun 2nd, 2015"
Xeon E3-1284L v4,Broadwell-DT,4 / 8,2.9 to 3.8 GHz,Socket 1150,14 nm,6MB,47 W,"Jun 2nd, 2015"
Xeon E3-1285 v4,Broadwell-DT,4 / 8,3.5 to 3.8 GHz,Socket 1150,14 nm,6MB,95 W,"Jun 2nd, 2015"
Xeon E3-1285L v4,Broadwell-DT,4 / 8,3.4 to 3.8 GHz,Socket 1150,14 nm,6MB,65 W,"Jun 2nd, 2015"
Xeon E7-4809 v3,Haswell-EX,8 / 16,2000 MHz,Socket 2011-3,22 nm,20MB,115 W,"Jun 1st, 2015"
Xeon E7-4820 v3,Haswell-EX,10 / 20,1900 MHz,Socket 2011-3,22 nm,25MB,115 W,"Jun 1st, 2015"
Xeon E7-4830 v3,Haswell-EX,12 / 24,2.1 to 2.7 GHz,Socket 2011-3,22 nm,30MB,115 W,"Jun 1st, 2015"
Xeon E7-4850 v3,Haswell-EX,14 / 28,2.2 to 2.8 GHz,Socket 2011-3,22 nm,35MB,115 W,"Jun 1st, 2015"
Xeon E7-8860 v3,Haswell-EX,16 / 32,2.2 to 3.2 GHz,Socket 2011-3,22 nm,40MB,140 W,"Jun 1st, 2015"
Xeon E7-8867 v3,Haswell-EX,16 / 32,2.5 to 3.3 GHz,Socket 2011-3,22 nm,45MB,165 W,"Jun 1st, 2015"
Xeon E7-8870 v3,Haswell-EX,18 / 36,2.1 to 2.9 GHz,Socket 2011-3,22 nm,45MB,140 W,"Jun 1st, 2015"
Xeon E7-8880 v3,Haswell-EX,18 / 36,2.3 to 3.1 GHz,Socket 2011-3,22 nm,45MB,150 W,"Jun 1st, 2015"
Xeon E7-8880L v3,Haswell-EX,18 / 36,2 to 2.8 GHz,Socket 2011-3,22 nm,45MB,115 W,"Jun 1st, 2015"
Xeon E7-8890 v3,Haswell-EX,18 / 36,2.5 to 3.3 GHz,Socket 2011-3,22 nm,45MB,165 W,"Jun 1st, 2015"
Xeon E7-8891 v3,Haswell-EX,10 / 20,2.8 to 3.5 GHz,Socket 2011-3,22 nm,45MB,165 W,"Jun 1st, 2015"
Xeon E7-8893 v3,Haswell-EX,4 / 8,3.2 to 3.5 GHz,Socket 2011-3,22 nm,45MB,140 W,"Jun 1st, 2015"
Core i5-5575R,Broadwell,4,2.8 to 3.3 GHz,BGA 1364,14 nm,4MB,65 W,"May 15th, 2015"
Core i5-5675C,Broadwell,4,3.1 to 3.6 GHz,Socket 1150,14 nm,4MB,65 W,"May 15th, 2015"
Core i5-5675R,Broadwell,4,3.1 to 3.6 GHz,BGA 1364,14 nm,4MB,65 W,"May 15th, 2015"
Core i7-5775C,Broadwell,4 / 8,3.3 to 3.7 GHz,Socket 1150,14 nm,6MB,65 W,"May 15th, 2015"
Core i7-5775R,Broadwell,4 / 8,3.3 to 3.8 GHz,BGA 1364,14 nm,6MB,65 W,"May 15th, 2015"
Xeon D-1518,Broadwell,4 / 8,2.2 GHz,BGA 1667,14 nm,1.5MB,35 W,"Mar 9th, 2015"
Xeon D-1520,Broadwell,4 / 8,2.2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,"Mar 9th, 2015"
Xeon D-1540,Broadwell,8 / 16,2 to 2.6 GHz,BGA 1667,14 nm,1.5MB,45 W,"Mar 9th, 2015"
Celeron 3205U,Broadwell-U,2,1500 MHz,BGA 1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Celeron 3755U,Broadwell-U,2,1700 MHz,BGA 1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Core i3-5005U,Broadwell-U,2 / 4,2000 MHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5010U,Broadwell-U,2 / 4,2.1 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5015U,Broadwell-U,2 / 4,2.1 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5020U,Broadwell-U,2 / 4,2.2 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i3-5157U,Broadwell-U,2 / 4,2.5 GHz,BGA 1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i5-5200U,Broadwell-U,2 / 4,2.2 to 2.7 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5250U,Broadwell-U,2 / 4,1.6 to 2.7 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5257U,Broadwell-U,2 / 4,2.7 to 3.1 GHz,BGA 1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i5-5287U,Broadwell-U,2 / 4,2.9 to 3.3 GHz,BGA 1168,14 nm,3MB,28 W,"Mar 1st, 2015"
Core i5-5300U,Broadwell-U,2 / 4,2.3 to 2.9 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i5-5350H,Broadwell-H,2 / 4,3.1 to 3.5 GHz,BGA 1364,14 nm,4MB,47 W,"Mar 1st, 2015"
Core i5-5350U,Broadwell-U,2 / 4,1.8 to 2.9 GHz,BGA 1168,14 nm,3MB,15 W,"Mar 1st, 2015"
Core i7-5500U,Broadwell-U,2 / 4,2.4 to 3 GHz,BGA 1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5550U,Broadwell-U,2 / 4,2 to 3 GHz,BGA 1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5557U,Broadwell-U,2 / 4,3.1 to 3.4 GHz,BGA 1168,14 nm,4MB,28 W,"Mar 1st, 2015"
Core i7-5600U,Broadwell-U,2 / 4,2.6 to 3.2 GHz,BGA 1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Core i7-5650U,Broadwell-U,2 / 4,2.2 to 3.2 GHz,BGA 1168,14 nm,4MB,15 W,"Mar 1st, 2015"
Pentium 3805U,Broadwell-U,2,1900 MHz,BGA 1168,14 nm,2MB,15 W,"Mar 1st, 2015"
Pentium 3825U,Broadwell-U,2 / 4,1900 MHz,BGA 1168,14 nm,2MB,15 W,"Mar 1st, 2015"
PRO A10-8770,Carrizo,4,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,Oct 2016
PRO A10-8770E,Carrizo,4,2.8 to 3.5 GHz,Socket AM4,28 nm,,35 W,Oct 2016
PRO A12-8870,Carrizo,4,3.7 to 4.2 GHz,Socket AM4,28 nm,,65 W,Oct 2016
PRO A12-8870E,Carrizo,4,2.9 to 3.7 GHz,Socket AM4,28 nm,,35 W,Oct 2016
PRO A12-9800,Bristol Ridge,4,3.8 to 4.2 GHz,Socket AM4,28 nm,,65 W,"Oct 3rd, 2016"
PRO A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Oct 3rd, 2016"
PRO A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28 nm,,35 W,"Oct 3rd, 2016"
PRO A8-9600,Bristol Ridge,4,3.1 to 3.4 GHz,Socket AM4,28 nm,,65 W,"Oct 3rd, 2016"
A6-9500,Bristol Ridge,2,3.5 to 3.8 GHz,Socket AM4,28 nm,,65 W,"Sep 5th, 2016"
A6-9500E,Bristol Ridge,2,3 to 3.4 GHz,Socket AM4,28 nm,,35 W,"Sep 5th, 2016"
Opteron X2170,Steppe Eagle,4,2.4 GHz,Socket FT3,28 nm,,25 W,"Sep 1st, 2016"
A9-9400 SoC,Stoney Ridge,2,2.4 to 3.2 GHz,Socket FT4,28 nm,,10 W,"May 31st, 2016"
A9-9410 SoC,Stoney Ridge,2,2.9 to 3.5 GHz,Socket FP4,28 nm,,25 W,"May 31st, 2016"
A9-9420 SoC,Stoney Ridge,2,3 to 3.6 GHz,Socket FT4,28 nm,,15 W,"May 31st, 2016"
